,FMID,MarketName,Website,Facebook,Twitter,Youtube,street,city,County,State,zip,x,y,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime,Season1 Start Date,Season1 End Date,Season2 Start Date,Season2 End Date,Season3 Start Date,Season3 End Date,Season4 Start Date,Season4 End Date,Season1Time Mon,Season1Time Tue,Season1Time Wed,Season1Time Thu,Season1Time Fri,Season1Time Sat,Season1Time Sun,Season2Time Mon,Season2Time Tue,Season2Time Wed,Season2Time Thu,Season2Time Fri,Season2Time Sat,Season2Time Sun,Season3Time Mon,Season3Time Tue,Season3Time Wed,Season3Time Thu,Season3Time Fri,Season3Time Sat,Season3Time Sun,Season4Time Mon,Season4Time Tue,Season4Time Wed,Season4Time Thu,Season4Time Fri,Season4Time Sat,Season4Time Sun
1506,1001876,College Hill Farm Market,http://www.CollegeHillFarmMarket.org,https://www.facebook.com/groups/69791386959/?fref=ts,,,5742 Hamilton Avenue,Cincinnati,Hamilton,Ohio,45224,-84.545113,39.195679,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,3/14/2014 3:51:43 PM,05/01/2014,10/31/2014,,,,,,,,,,3:00 PM-6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,
1507,1011528,College Hill Farmers Market,,College Hill Farmers Market,,,2205 College St. ,Cedar Falls ,Black Hawk,Iowa,50613,-92.456085,42.517616,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,7/26/2015 3:45:48 PM,06/04/2015,10/29/2015,,,,,,,,,,4:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,
1508,1011495,College of San Mateo Certified Farmers' Market,http://pcfma.org,facebook.com/CollegeofSanMateoFarmersMarket,twitter.com/PacCoastFarmers,,1700 W. Hillsdale Blvd.,San Mateo ,San Mateo,California,94403,-122.33785,37.533091999999996,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,7/23/2015 11:52:29 AM,01/01/2015,12/31/2015,,,,,,,,,,,,9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,
1509,1011387,College of the Ozarks Farmers' Market,,,,,1 Industrial Drive,Point Lookout,Taney,Missouri,65726,-93.041,36.654697,Y,N,N,N,N,,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,9/4/2015 10:37:26 AM,,,,,,,,,,,,,7:00 AM-11:00 AM,,,,,,,,,,,,,,,,,,,,,,,
1510,1002053,College Park City Hall Farmers' Market,,,,,4500 Knox Road,College Park,Prince George's,Maryland,20140,-76.93737800000001,38.980949,Y,Y,N,Y,N,,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/29/2012 10:23:51 PM,04/01/2012 10:23:51 PM,11/01/2012 10:23:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,1002054,College Park Farmer's Market,,,,,5211 Paint Branch Parkway,College Park,Prince George's,Maryland,20740,-76.922684,38.97583,Y,Y,N,Y,N,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/29/2012 10:38:45 PM,05/01/2012 10:38:45 PM,11/01/2012 10:38:45 PM,,,,,,,,,,,,7:00 AM - 12:00 PM,,,,,,,,,,,,,,,,,,,,,,
1512,1017986,College Street Farmers Market,https://www.collegestreetmarket.org/,https://www.facebook.com/CollegeStreetMarket/,https://twitter.com/CollegeStreetAL,https://www.youtube.com/channel/UCWVPbeHD6Jx2h0VdnZEHvsA,526 E College St,Florence,Lauderdale,Alabama,35630,-87.668747,34.801804,Y,Y,Y,Y,Y,,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,5/12/2017 5:40:58 PM,05/04/2017,11/16/2017,,,,,,,,,,3:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,
1513,1018685,College View Farmers Market,http://collegeviewlincoln.org,Facebook.com/college.view.nebraska,,,4801 Prescott,Lincoln,Lancaster,Nebraska,68506,-96.653786,40.772568,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,7/15/2017 2:01:33 PM,06/07/2017,08/30/2017,,,,,,,,,4:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,
1514,1002316,Colleton Farmers Market,http://www.colletonmuseum.com/farmersmarket.aspx,,,,506 E. Washington Street,Walterboro,Colleton,South Carolina,29488,-80.66095,32.903595,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,5/1/2012 7:10:30 AM,05/01/2012 7:10:30 AM,10/01/2012 7:10:30 AM,,,,,,,,2:00 PM - 6:00 PM,,,,10:00 AM - 2:00 PM,,,,,,,,,,,,,,,,,,,,,,
1515,1008162,Collier County Government Complex Farmers Market,http://www.doh.state.fl.us/chdcollier/smartgrowth/,,,,3315 Tamiami Trail East,"Naples, Florida",Collier,Florida,34112,-81.763924,26.126959,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/31/2014 6:24:36 PM,01/01/2014,12/31/2014,,,,,,,,,,,11:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,
1516,1003470,Collierville Farmers Market,http://www.colliervillefarmersmarket.org,https://www.facebook.com/pages/Collierville-Farmers-Market/113213532050578,,,454 W. Poplar  Ave.,Collierville,Shelby,Tennessee,38017,-89.677002,35.046101,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/28/2013 11:25:26 AM,05/16/2013,10/17/2013,,,,,,,,,,8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,
1517,1001711,Collingswood Farmers Market,http://www.collingswoodmarket.com,,,,Between Collings & Irvin Aves. along High Speed Line,Collingswood,Camden,New Jersey,08108,-75.069,39.915298,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 23 2010  1:58PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,1002417,Collins Farmers Market,,,,,Jeffersons Restaurant parking lot on Hwy 65,Collins,Story,Iowa,50055,-93.306297,41.902802,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,1003545,Collins Park Sunday Market,http://www.themarketcompany.org,,,,Collins Avenue & 22nd Street,Miami Beach,Miami-Dade,Florida,33139,-80.128304,25.797501,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,1001290,Collinsville Farmers Market,http://www.collinsvillefarmersmarket.org,https://www.facebook.com/collinsvillefarmersmarket1,@CollinsvilleFM,,Main St. and Route 179,Collinsville,Hartford,Connecticut,06019,-72.923264,41.810818,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,7/27/2018 4:40:54 AM,06/10/2018,10/28/2018,,,,,,,,,,,,,10:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,
1521,1006646,Collinsville Farmers Market,,,,,10th St. & Center,Collinsville,Tulsa,Oklahoma,74021,-95.84030200000001,36.360802,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,1006253,Colo Farmers Market,http://www.colo-iowa.org/farmers.pdf,,,,Lincoln Hwy and US 65,Colo,Story,Iowa,50056,-93.310661,42.02277,Y,N,N,N,N,,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/26/2012 2:36:24 PM,05/01/2012 2:36:24 PM,09/01/2012 2:36:24 PM,,,,,,,,,,5:00 PM - 7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,
1523,1010977,Colonial Beach Farmers Market,http://growrva.com/,https://www.facebook.com/GrowRVA,https://twitter.com/growrva,,117 Washington Avenue ,Colonial Beach,Westmoreland,Virginia,22443,-76.963272,38.250832,Y,N,N,N,Y,,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/25/2015 1:56:48 PM,06/04/2015,08/27/2015,,,,,,,,,,4:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,
1524,1018007,Colonial Heights Farmer's Market,,@colonialheightsfarmersmarket,,,2600 Boulevard,Colonial Heights ,Colonial Heights,Virginia,23834,-77.412033,37.265694,Y,N,N,N,N,,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,5/21/2017 10:26:26 AM,01/01/2017,12/31/2017,,,,,,,,,,,,9:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,
1525,1001446,Colonial Village Farmers Market,,,,,1240 S. Alpine,Rockford,Winnebago,Illinois,61108,-89.029099,42.252602,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,1009656,Colorado Farm and Art Market,http://www.farmandartmarket.com,https://www.facebook.com/farmandartmarket,https://twitter.com/cofarmartmarket,,215 S. Tejon,Colorado Springs,El Paso,Colorado,80903,-104.82231,38.830544,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,Y,N,6/27/2016 7:02:39 PM,06/15/2016,10/12/2016,,,,,,,,,3:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,
1527,1000210,Colorado Farm and Art Market,http://www.farmandartmarket.com,https://www.facebook.com/farmandartmarket,https://twitter.com/cofarmartmarket,,7350 Pine Creek Road,Colorado Springs,El Paso,Colorado,80919,-104.81469,38.937717,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,6/27/2016 7:03:45 PM,06/11/2016,10/08/2016,,,,,,,,,,,,9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,
1528,1009382,Colton Farmers and Crafters Market ,http://www.coltonfarmerscraftersmarket.weebly.com/,,,,20983 S Hwy 211,Colton,,Oregon,97017,-122.382,45.201698,Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,1004166,Columbia City Farmers Market,http://www.seattlefarmersmarkets.org,https://www.facebook.com/ColumbiaCityFarmersMarket,https://twitter.com/seattlefarmmkts,,S. Edmunds Street and 37th Ave. S.,Seattle,King,Washington,98118,-122.28615,47.558662,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,7/12/2016 6:47:44 PM,05/04/2016,10/12/2016,,,,,,,,,3:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,
1530,1002375,Columbia County Homegrown Market Association,,,,,Corner of Stadium & Vine,Magnolia,Columbia,Arkansas,71753,-93.227303,33.2598,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,1017981,Columbia Falls Farmers' Market,http://columbiafallsfarmersmarket.com,https://www.facebook.com/columbiafallsfarmersmarket/?ref=aymt_homepage_panel,,,133 13th St E,Columbia Falls ,Flathead,Montana,59912,-114.18061000000002,48.367538,Y,N,N,N,N,,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,5/8/2017 10:41:03 PM,05/15/2017,09/18/2017,,,,,,,5:00 PM-8:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,1018196,Columbia Farmers Fresh Market ,http://columbiafarmersfreshmarket.com/,https://www.facebook.com/Columbia-Farmers-Fresh-Market,,,5th Street & Riverside Drive,Columbia,Maury,Tennessee,38401,-87.030479,35.618786,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,6/20/2017 3:08:28 PM,,,,,,,,,,7:00 AM-12:00 PM,,7:00 AM-12:00 PM,,7:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,
1533,1019790,Columbia Farmers Market,http://columbiafarmersmarket.org,https://www.facebook.com/ColumbiaFarmersMarket,https://twitter.com/comofarmers,,1769 West Ash Street,Columbia,Boone,Missouri,65203,-92.36462399999999,38.958294,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,3/6/2020 1:42:17 PM,04/01/2020,10/31/2020,11/01/2020,12/31/2020,06/01/2020,09/30/2020,01/01/2020,03/31/2020,,,,,,8:00 AM-12:00 PM,,,,,,,9:00 AM-12:00 PM,,,10:00 AM-1:00 PM,,3:00 AM-6:00 PM,,,,,,,,,9:00 AM-12:00 PM,
1534,1010758,Columbia Farmory and Mountain People Organics,http://MountainPeopleOrganics.com,https://www.facebook.com/ColumbiaFarmory,,,10800 Airport Road,Columbia ,Tuolumne,California,95310,-120.41001000000001,38.029396000000006,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,7/26/2018 4:00:01 PM,01/01/2018,12/31/2018,,,,,,,,,11:00 AM-5:00 PM,,,11:00 AM-5:00 PM,,,,,,,,,,,,,,,,,,,,,,
1535,1011224,Columbia Heights Farmers Market,http://www.community-foodworks.org/,https://www.facebook.com/CHFestivus/,https://twitter.com/CoHeightsMarket,,Corner of 14th St. NW and Park St. NW,Washington,District of Columbia,District of Columbia,20010,-77.03274499999999,38.930244,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,Y,7/13/2016 1:59:08 PM,04/16/2016,12/17/2016,,,,,,,,,4:00 PM-7:30 PM,,,,9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,
1536,1008316,Columbia Pike Farmers Market,http://www.columbiapike.org,www.facebook.com/pages/Columbia-Pike-Farmers-Marke,,,2820 Columbia Pike,Arlington,Arlington,Virginia,22204,-77.086639,38.862392,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,3/20/2015 3:21:36 PM,05/03/2015,11/22/2015,11/29/2015,12/20/2015,01/10/2016,04/24/2016,,,,,,,,,9:00 AM-1:00 PM,,,,,,,9:00 AM-1:00 PM,,,,,,,10:00 AM-1:00 PM,,,,,,,
1537,1000068,Columbia University Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,Broadway - W114 & 115 Sts.,New York,New York,New York,10027,-73.964363,40.807346,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/24/2013 10:23:08 AM,,,,,,,,,,,,8:00 AM-5:00 PM,,,8:00 AM-5:00 PM,,,,,,,,,,,,,,,,,,,,,
1538,1006811,Columbia-Pacific Farmer's Market,http://www.longbeachwa.gov/farmersmarket/,,,,,Long Beach,Pacific,Washington,98631,-124.05396999999999,46.350136,N,Y,Y,Y,N,,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/30/2012 12:50:49,05/01/2012 12:50:49,09/01/2012 12:50:49,,,,,,,,,,,3:00 PM - 6:00 PM,,,,,,,,,,,,,,,,,,,,,,,
1539,1003006,Columbinana Farmers Market,,,,,West College Street,Columbiana,Shelby,Alabama,35051,-86.620003,33.179501,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,1006705,Columbus City Farmers Market,,https://www.facebook.com/pages/Columbus-City-Farmers-Market/347949301937000,,,25th Street at Fair Oaks Mall,Columbus,Bartholomew,Indiana,47201,-85.900276,39.223469,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/12/2013 10:04:05 PM,06/01/2013,09/28/2013,,,,,,,,,,,,9:00 AM-12:30 PM,,,,,,,,,,,,,,,,,,,,,,
1541,1005087,"Columbus County Community Farmers Market, Inc.",http://www.columbuscountyfarmersmarket.com/,https://www.facebook.com/pages/Columbus-County-Community-Farmers-Market-Inc/95369263724,https://twitter.com/ccfarmersmarket,,132 Government Complex Road,Whiteville,Columbus,North Carolina,28472,-78.70623,34.354904,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,6/28/2016 11:35:24 AM,05/14/2016,12/10/2016,,,,,,,,,,,,7:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,
1542,1005830,Columbus Downtown Farmer's Market,,,,,105 N. Dickason Blvd,Columbus,Columbia,Wisconsin,53925,-89.014702,43.338902000000004,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,1/22/2012 7:30:47 PM,06/01/2012 7:30:47 PM,10/01/2012 7:30:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,1017964,Columbus Farmers Market,,Columbus Montana Farmers' Market,,,Pike Ave,Columbus,Stillwater,Montana,59019,-109.25365,45.636795,Y,N,N,N,N,,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,5/2/2017 6:04:50 PM,07/27/2017,09/14/2017,,,,,,,,,,4:00 PM-6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,
1544,1019483,Columbus Farmers Market,,Columbus Farmers Market,,,14 st and 26 Ave,Columbus,Platte,Nebraska,68601,-97.360359,41.430012,Y,Y,Y,Y,N,,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,4/25/2019 11:40:40 AM,05/04/2019,10/26/2019,,,,,,,,,,,,7:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,
1545,1007015,columbus farmers market,,,,,Route 206,Columbus,Burlington,New Jersey,08022,-74.725098,40.055401,N,N,N,N,N,,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/4/2011 8:18:34 AM,01/01/2011 8:18:34 AM,12/01/2011 8:18:34 AM,,,,,,,,,,6:00 am - 8:00 pm,6:00 pm - 8:00 pm,6:00 pm - 8:00 pm,,,,,,,,,,,,,,,,,,,,,,
1546,1003996,Columbus Farmers' Market,http://www.polkcountyfarms.org/farmers-markets,https://www.facebook.com/polkcountyfarms,https://twitter.com/polkcountyfarms,http://www.youtube.com/user/polkcountyfarms,Courthouse Square,"Columbus, NC",Polk,North Carolina,28722,-82.198593,35.251205,Y,N,N,N,Y,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,4/3/2014 9:40:26 AM,04/12/2014,11/22/2014,,,,,,,,,,,,,8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,
1547,1003893,Columbus Junction Farmers Market,http://columbusjunctioniowa.org,https://www.facebook.com/home.php#!/profile.php?id=100000752813941,,,241 Main St.,Columbus Junction,Louisa,Iowa,52738,-91.36041999999999,41.278984,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,1/26/2017 2:35:26 PM,05/08/2017,10/02/2017,,,,,,,5:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,1019199,Columbus Kansas Farmers Market,http://www.columbusks.com,Facebook: columbus ks farmers' market,,,202 N. East Avenue,Columbus,Cherokee,Kansas,66725,-94.831459,37.171859999999995,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,7/31/2018 11:02:54 AM,06/07/2018,10/25/2018,,,,,,,,,,4:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,
1549,1018890,Columbus Public Health Farmers Market,,,,,240 Parsons Ave,Columbus,Franklin,Ohio,43215,-82.980598,39.959305,Y,Y,N,N,Y,,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,12/14/2017 3:05:57 PM,12/01/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,1000865,Columbus Winter Farmers Market,http://www.columbuswinterfarmersmarket.com,,,,4300 Indianola Ave.,Columbus,Franklin,Ohio,43214,-82.99971,40.052464,Y,Y,N,Y,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,6/3/2012 6:41:04 PM,11/01/2012 6:41:04 PM,03/01/2012 6:41:04 PM,,,,,,,,,,,,10:00 AM - 1:00 PM,,,,,,,,,,,,,,,,,,,,,,
1551,1004424,Colusa Farmers Market,,,,,2963 Davison Ct.,Colusa,Colusa,California,,-121.99700000000001,39.187,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,1003218,Colville Farmers Market,,,,,Corner of Oak Street & 3rd Avenue,Coleville,Stevens,Washington,99114,-117.88,48.5564,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,1011003,Colwell's Farmers Market,,https://www.facebook.com/colwellmarket,,,9079 HWY377,Collinsville ,Cooke,Texas,76240,-96.911102,33.549118,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,7/27/2018 10:41:19 PM,01/01/2018,12/31/2018,01/01/2018,12/31/2018,,,,,9:00 AM-5:30 PM,9:00 AM-5:30 PM,9:00 AM-5:30 PM,9:00 AM-5:30 PM,9:00 AM-5:30 PM,9:00 AM-5:30 PM,10:00 AM-4:00 PM,9:00 AM-5:30 PM,9:00 AM-5:30 PM,9:00 AM-5:30 PM,9:00 AM-5:30 PM,9:00 AM-6:00 PM,9:00 AM-5:30 PM,10:00 AM-5:00 PM,,,,,,,,,,,,,,
1554,1004237,Comfort Area Farmers Market,http://www.comfortchamberofcommerce.com/,,,,427 Main at Highway 27 and Broadway,Comfort,Kendall,Texas,78013,-98.912971,29.967609000000003,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,5/8/2012 2:12:15 PM,04/01/2012 2:12:15 PM,08/01/2012 2:12:15 PM,,,,,,,,,,,,8:00 AM - 12:00 PM,,,,,,,,,,,,,,,,,,,,,,
1555,1002940,Common Ground Farmers Market,http://riverside-farmers-market.org/,,,,7741 Roswell Road,Atlanta,Fulton,Georgia,30350,-84.36254100000001,33.964607,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/24/2013 3:25:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,1010964,Common Ground Marketplace,http://thefoodtrust.org/farmers-markets/market/broad-and-mtvernon,,,,North Broad Street and Mt. Vernon Avenue,Philadelphia,Philadelphia,Pennsylvania,19130,-75.16082800000001,39.964153,Y,Y,N,Y,Y,,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 3:08:08 PM,05/17/2015,11/29/2015,,,,,,,,,,,,,12:00 PM-4:00 PM,,,,,,,,,,,,,,,,,,,,,
1557,1012754,Community Congregational Farmers Market,http://www. 41markets.com,www.facebook.com/c3farmersmarket,,,15300 Tamiami Trail N,Naples,Collier,Florida,34110,-81.80430600000001,26.309917,Y,N,N,N,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,N,8/2/2016 6:22:11 PM,10/08/2016,04/29/2017,,,,,,,,,,,,9:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,
1558,1006090,Community Farmers Market,,,,,East Dike,Fargo,Hennepin,Minnesota,,-96.577301,46.871601,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,1009973,Community Farmers Market,http://www.hwy7farmersmarket.com,http://www.facebook.com/hwy7farmersmarket,,,,Hot Springs Village,Garland,Arkansas,71909,-93.057114,34.62999,N,N,N,N,N,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,4/18/2014 5:11:47 PM,,,,,,,,,,,,,9:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,
